index,x_mm,y_mm
4525,-6.41670837,24.67142443
4526,-6.42464395,24.68616413
4527,-6.43276971,24.70111329
4528,-6.44108740,24.71627057
4529,-6.44959877,24.73163457
4530,-6.45830558,24.74720391
4531,-6.46720955,24.76297718
4532,-6.47631242,24.77895299
4533,-6.48561590,24.79512990
4534,-6.49512171,24.81150648
4535,-6.50483153,24.82808129
4536,-6.51474706,24.84485286
4537,-6.52486999,24.86181973
4538,-6.53520197,24.87898042
4539,-6.54574468,24.89633344
4540,-6.55649976,24.91387728
4541,-6.56746885,24.93161044
4542,-6.57865360,24.94953138
4543,-6.59005561,24.96763858
4544,-6.60167651,24.98593048
4545,-6.61351789,25.00440554
4546,-6.62558134,25.02306217
4547,-6.63786846,25.04189881
4548,-6.65038081,25.06091386
4549,-6.66311995,25.08010573
4550,-6.67608743,25.09947281
4551,-6.68928479,25.11901347
4552,-6.70271358,25.13872608
4553,-6.71637529,25.15860900
4554,-6.73027145,25.17866059
4555,-6.74440355,25.19887917
4556,-6.75877309,25.21926308
4557,-6.77338153,25.23981064
4558,-6.78823034,25.26052015
4559,-6.80332098,25.28138991
4560,-6.81865489,25.30241822
4561,-6.83423352,25.32360334
4562,-6.85005826,25.34494355
4563,-6.86613055,25.36643711
4564,-6.88245178,25.38808226
4565,-6.89902333,25.40987726
4566,-6.91584659,25.43182032
4567,-6.93292291,25.45390967
4568,-6.95025366,25.47614353
4569,-6.96784018,25.49852009
4570,-6.98568380,25.52103755
4571,-7.00378583,25.54369410
4572,-7.02214758,25.56648791
4573,-7.04077036,25.58941714
4574,-7.05965544,25.61247996
4575,-7.07880409,25.63567452
4576,-7.09821759,25.65899895
4577,-7.11789716,25.68245139
4578,-7.13784406,25.70602996
4579,-7.15805950,25.72973278
4580,-7.17854471,25.75355796
4581,-7.19930086,25.77750358
4582,-7.22032916,25.80156775
4583,-7.24163079,25.82574855
4584,-7.26320689,25.85004404
4585,-7.28505862,25.87445230
4586,-7.30718713,25.89897138
4587,-7.32959353,25.92359933
4588,-7.35227894,25.94833421
4589,-7.37524446,25.97317403
4590,-7.30012320,25.99438788
4591,-7.22494091,26.01538446
4592,-7.14969824,26.03616360
4593,-7.07439581,26.05672512
4594,-6.99903424,26.07706885
4595,-6.92361418,26.09719461
4596,-6.84813625,26.11710225
4597,-6.77260108,26.13679159
4598,-6.69700930,26.15626247
4599,-6.62136154,26.17551473
4600,-6.54565844,26.19454820
4601,-6.46990063,26.21336273
4602,-6.39408875,26.23195816
4603,-6.31822341,26.25033434
4604,-6.24230527,26.26849110
4605,-6.16633496,26.28642831
4606,-6.09031310,26.30414580
4607,-6.01424034,26.32164344
4608,-5.93811731,26.33892106
4609,-5.86194464,26.35597854
4610,-5.78572298,26.37281573
4611,-5.70945296,26.38943248
4612,-5.63313522,26.40582867
4613,-5.55677040,26.42200414
4614,-5.48035913,26.43795877
4615,-5.40390205,26.45369242
4616,-5.32739981,26.46920496
4617,-5.25085304,26.48449626
4618,-5.17426238,26.49956620
4619,-5.09762847,26.51441465
4620,-5.02095195,26.52904147
4621,-4.94423347,26.54344656
4622,-4.86747366,26.55762979
4623,-4.79067316,26.57159104
4624,-4.71383263,26.58533020
4625,-4.63695269,26.59884715
4626,-4.56003400,26.61214178
4627,-4.48307719,26.62521397
4628,-4.40608292,26.63806362
4629,-4.32905181,26.65069062
4630,-4.25198452,26.66309486
4631,-4.17488169,26.67527625
4632,-4.09774397,26.68723467
4633,-4.02057200,26.69897003
4634,-3.94336642,26.71048224
4635,-3.86612788,26.72177118
4636,-3.78885702,26.73283678
4637,-3.71155450,26.74367894
4638,-3.63422096,26.75429756
4639,-3.55685703,26.76469256
4640,-3.47946338,26.77486386
4641,-3.40204065,26.78481136
4642,-3.32458948,26.79453498
4643,-3.24711053,26.80403464
4644,-3.16960443,26.81331027
4645,-3.09207184,26.82236179
4646,-3.01451341,26.83118911
4647,-2.93692978,26.83979217
4648,-2.85932160,26.84817089
4649,-2.78168952,26.85632520
4650,-2.70403419,26.86425504
4651,-2.71624284,26.83270539
4652,-2.72822969,26.80135643
4653,-2.73999648,26.77020959
4654,-2.75154497,26.73926628
4655,-2.76287692,26.70852789
4656,-2.77399411,26.67799582
4657,-2.78489831,26.64767144
4658,-2.79559132,26.61755611
4659,-2.80607493,26.58765117
4660,-2.81635096,26.55795798
4661,-2.82642121,26.52847786
4662,-2.83628752,26.49921211
4663,-2.84595171,26.47016205
4664,-2.85541562,26.44132896
4665,-2.86468111,26.41271411
4666,-2.87375002,26.38431878
4667,-2.88262422,26.35614422
4668,-2.89130559,26.32819166
4669,-2.89979600,26.30046234
4670,-2.90809735,26.27295746
4671,-2.91621151,26.24567823
4672,-2.92414041,26.21862584
4673,-2.93188594,26.19180146
4674,-2.93945003,26.16520626
4675,-2.94683460,26.13884139
4676,-2.95404158,26.11270799
4677,-2.96107291,26.08680718
4678,-2.96793053,26.06114008
4679,-2.97461640,26.03570778
4680,-2.98113248,26.01051136
4681,-2.98748073,25.98555191
4682,-2.99366313,25.96083049
4683,-2.99968165,25.93634812
4684,-3.00553829,25.91210587
4685,-3.01123503,25.88810473
4686,-3.01677387,25.86434572
4687,-3.02215682,25.84082983
4688,-3.02738589,25.81755804
4689,-3.03246309,25.79453132
4690,-3.03739046,25.77175062
4691,-3.04217001,25.74921689
4692,-3.04680379,25.72693103
4693,-3.05129383,25.70489398
4694,-3.05564218,25.68310662
4695,-3.05985090,25.66156985
4696,-3.06392204,25.64028453
4697,-3.06785766,25.61925153
4698,-3.07165983,25.59847167
4699,-3.07533063,25.57794581
4700,-3.07887213,25.55767475
4701,-3.08228642,25.53765929
4702,-3.08557558,25.51790023
4703,-3.08874171,25.49839833
4704,-3.09178692,25.47915437
4705,-3.09471329,25.46016908
4706,-3.09752294,25.44144320
4707,-3.10021798,25.42297745
4708,-3.10280053,25.40477253
4709,-3.10527270,25.38682913
4710,-3.10763663,25.36914794
4711,-3.10989444,25.35172961
4712,-3.11204827,25.33457479
4713,-3.11410025,25.31768411
4714,-3.11605252,25.30105820
4715,-3.11790723,25.28469766
4716,-3.11966653,25.26860309
4717,-3.12133257,25.25277505
4718,-3.12290751,25.23721412
4719,-3.12439350,25.22192083
4720,-3.12579271,25.20689574
4721,-3.12710730,25.19213934
4722,-3.12833944,25.17765216
4723,-3.12949132,25.16343468
4724,-3.13056509,25.14948738
4725,-3.13156294,25.13581072
4726,-3.13248705,25.12240515
4727,-3.13333960,25.10927109
4728,-3.13412278,25.09640898
4729,-3.13483878,25.08381922
4730,-3.13548979,25.07150219
4731,-3.13607800,25.05945826
4732,-3.13660561,25.04768781
4733,-3.13707482,25.03619118
4734,-3.13748782,25.02496869
4735,-3.13784682,25.01402067
4736,-3.13815402,25.00334741
4737,-3.13841163,24.99294921
4738,-3.13862186,24.98282634
4739,-3.13878690,24.97297906
4740,-3.13890899,24.96340760
4741,-3.13899032,24.95411221
4742,-3.13903311,24.94509309
4743,-3.13903957,24.93635044
4744,-3.13901192,24.92788445
4745,-3.13895238,24.91969529
4746,-3.13886316,24.91178312
4747,-3.13874648,24.90414807
4748,-3.13860457,24.89679028
4749,-3.13843964,24.88970985
4750,-3.13825390,24.88290688
4751,-3.13804959,24.87638145
4752,-3.13782893,24.87013364
4753,-3.13759412,24.86416349
4754,-3.13734741,24.85847104
4755,-3.13709100,24.85305632
4756,-3.13682713,24.84791933
4757,-3.13655801,24.84306008
4758,-3.13628586,24.83847852
4759,-3.13601291,24.83417464
4760,-3.13574138,24.83014839
4761,-3.13547348,24.82639968
4762,-3.13521144,24.82292846
4763,-3.13495748,24.81973462
4764,-3.13471382,24.81681805
4765,-3.13448267,24.81417864
4766,-3.13426625,24.81181623
4767,-3.13406678,24.80973068
4768,-3.13388647,24.80792183
4769,-3.13372754,24.80638948
4770,-3.13359219,24.80513345
4771,-3.13348264,24.80415351
4772,-3.13340111,24.80344945
4773,-3.13334979,24.80302102
4774,-3.13333089,24.80286797
4775,-3.13333082,24.80286735
4776,-3.13330855,24.80269181
4777,-3.13324422,24.80218735
4778,-3.13313733,24.80135406
4779,-3.13298740,24.80019199
4780,-3.13279395,24.79870124
4781,-3.13255648,24.79688189
4782,-3.13227452,24.79473402
4783,-3.13194757,24.79225773
4784,-3.13157516,24.78945313
4785,-3.13115679,24.78632031
4786,-3.13069199,24.78285939
4787,-3.13018028,24.77907048
4788,-3.12962117,24.77495371
4789,-3.12901419,24.77050919
4790,-3.12835885,24.76573707
4791,-3.12765468,24.76063746
4792,-3.12690120,24.75521053
4793,-3.12609793,24.74945640
4794,-3.12524441,24.74337523
4795,-3.12434014,24.73696718
4796,-3.12338466,24.73023241
4797,-3.12237750,24.72317108
4798,-3.12131819,24.71578337
4799,-3.12020625,24.70806945
4800,-3.11904121,24.70002950
4801,-3.11782260,24.69166370
4802,-3.11654996,24.68297226
4803,-3.11522282,24.67395536
4804,-3.11384070,24.66461320
4805,-3.11240316,24.65494600
4806,-3.11090972,24.64495395
4807,-3.10935992,24.63463729
4808,-3.10775330,24.62399622
4809,-3.10608939,24.61303098
4810,-3.10436775,24.60174180
4811,-3.10258790,24.59012890
4812,-3.10074939,24.57819254
4813,-3.09885177,24.56593296
4814,-3.09689458,24.55335041
4815,-3.09487736,24.54044515
4816,-3.09279966,24.52721743
4817,-3.09066104,24.51366752
4818,-3.08846104,24.49979569
4819,-3.08619921,24.48560222
4820,-3.08387510,24.47108739
4821,-3.08148827,24.45625149
4822,-3.07903827,24.44109480
4823,-3.07652466,24.42561762
4824,-3.07394699,24.40982025
4825,-3.07130483,24.39370299
4826,-3.06859772,24.37726616
4827,-3.06582524,24.36051007
4828,-3.06298695,24.34343503
4829,-3.06008240,24.32604139
4830,-3.05711117,24.30832945
4831,-3.05407282,24.29029957
4832,-3.05096691,24.27195207
4833,-3.04779303,24.25328730
4834,-3.04455073,24.23430562
4835,-3.04123959,24.21500737
4836,-3.03785919,24.19539291
4837,-3.03440909,24.17546261
4838,-3.03088888,24.15521683
4839,-3.02729813,24.13465595
4840,-3.02363643,24.11378034
4841,-3.01990335,24.09259040
4842,-3.01609847,24.07108650
4843,-3.01222139,24.04926904
4844,-3.00827168,24.02713841
4845,-3.00424893,24.00469502
4846,-3.00015273,23.98193928
4847,-2.99598268,23.95887159
4848,-2.99173835,23.93549237
4849,-2.98741936,23.91180204
4850,-2.98302528,23.88780103
4851,-2.97855573,23.86348977
4852,-2.97401029,23.83886869
4853,-2.96938856,23.81393824
4854,-2.96469016,23.78869885
4855,-2.95991467,23.76315097
4856,-2.95506171,23.73729507
4857,-2.95013089,23.71113159
4858,-2.94512181,23.68466101
4859,-2.94003408,23.65788378
4860,-2.93486731,23.63080038
4861,-2.92962112,23.60341130
4862,-2.92429512,23.57571700
4863,-2.91888893,23.54771798
4864,-2.91340218,23.51941473
4865,-2.90783447,23.49080773
4866,-2.90218543,23.46189751
4867,-2.89645469,23.43268454
4868,-2.89064188,23.40316936
4869,-2.88474661,23.37335247
4870,-2.87876853,23.34323438
4871,-2.87270726,23.31281563
4872,-2.86656243,23.28209673
4873,-2.86033369,23.25107823
4874,-2.85402067,23.21976065
4875,-2.84762301,23.18814454
4876,-2.84114035,23.15623045
4877,-2.83457234,23.12401892
4878,-2.82791861,23.09151051
4879,-2.82117882,23.05870577
4880,-2.81435262,23.02560528
4881,-2.80743965,22.99220959
4882,-2.80043958,22.95851928
4883,-2.79335205,22.92453493
4884,-2.78617672,22.89025712
4885,-2.77891326,22.85568644
4886,-2.77156131,22.82082346
4887,-2.76412056,22.78566879
4888,-2.75659066,22.75022303
4889,-2.74897128,22.71448678
4890,-2.74126209,22.67846065
4891,-2.73346276,22.64214524
4892,-2.72557296,22.60554118
4893,-2.71759238,22.56864908
4894,-2.70952068,22.53146957
4895,-2.70135756,22.49400327
4896,-2.69310268,22.45625083
4897,-2.68475574,22.41821288
4898,-2.67631643,22.37989005
4899,-2.66778442,22.34128300
4900,-2.71879450,22.33513278
4901,-2.76979039,22.32886610
4902,-2.82077184,22.32248298
4903,-2.87173858,22.31598345
4904,-2.92269035,22.30936756
4905,-2.97362688,22.30263534
4906,-3.02454790,22.29578682
4907,-3.07545315,22.28882204
4908,-3.12634236,22.28174103
4909,-3.17721527,22.27454384
4910,-3.22807162,22.26723049
4911,-3.27891113,22.25980103
4912,-3.32973354,22.25225549
4913,-3.38053859,22.24459392
4914,-3.43132601,22.23681636
4915,-3.48209554,22.22892284
4916,-3.53284691,22.22091341
4917,-3.58357985,22.21278811
4918,-3.63429412,22.20454697
4919,-3.68498943,22.19619005
4920,-3.73566552,22.18771739
4921,-3.78632214,22.17912903
4922,-3.83695901,22.17042502
4923,-3.88757587,22.16160540
4924,-3.93817247,22.15267021
4925,-3.98874852,22.14361951
4926,-4.03930378,22.13445335
4927,-4.08983797,22.12517176
4928,-4.14035084,22.11577480
4929,-4.19084212,22.10626251
4930,-4.24131154,22.09663496
4931,-4.29175885,22.08689218
4932,-4.34218378,22.07703422
4933,-4.39258606,22.06706115
4934,-4.44296544,22.05697300
4935,-4.49332166,22.04676984
4936,-4.54365444,22.03645172
4937,-4.59396353,22.02601868
4938,-4.64424866,22.01547080
4939,-4.69450958,22.00480811
4940,-4.74474601,21.99403067
4941,-4.79495771,21.98313855
4942,-4.84514440,21.97213180
4943,-4.89530583,21.96101047
4944,-4.94544173,21.94977463
4945,-4.99555184,21.93842432
4946,-5.04563590,21.92695962
4947,-5.09569365,21.91538059
4948,-5.14572483,21.90368727
4949,-5.19572918,21.89187973
4950,-5.24570643,21.87995804
4951,-5.29565633,21.86792226
4952,-5.34557862,21.85577245
4953,-5.39547303,21.84350866
4954,-5.44533931,21.83113098
4955,-5.49517719,21.81863945
4956,-5.54498642,21.80603416
4957,-5.59476673,21.79331515
4958,-5.64451787,21.78048250
4959,-5.69423957,21.76753628
4960,-10.97359373,19.64256197
4961,-10.98938385,19.67881071
4962,-11.00508189,19.71477503
4963,-11.02068722,19.75045459
4964,-11.03619922,19.78584905
4965,-11.05161725,19.82095808
4966,-11.06694068,19.85578136
4967,-11.08216888,19.89031857
4968,-11.09730123,19.92456938
4969,-11.11233710,19.95853350
4970,-11.12727586,19.99221060
4971,-11.14211690,20.02560040
4972,-11.15685957,20.05870258
4973,-11.17150327,20.09151687
4974,-11.18604737,20.12404297
4975,-11.20049124,20.15628060
4976,-11.21483427,20.18822949
4977,-11.22907584,20.21988935
4978,-11.24321533,20.25125992
4979,-11.25725211,20.28234094
4980,-11.27118558,20.31313214
4981,-11.28501511,20.34363328
4982,-11.29874010,20.37384410
4983,-11.31235993,20.40376436
4984,-11.32587398,20.43339381
4985,-11.33928165,20.46273223
4986,-11.35258231,20.49177939
4987,-11.36577538,20.52053504
4988,-11.37886022,20.54899899
4989,-11.39183625,20.57717100
4990,-11.40470284,20.60505088
4991,-11.41745940,20.63263840
4992,-11.43010533,20.65993337
4993,-11.44264001,20.68693560
4994,-11.45506285,20.71364488
4995,-11.46737325,20.74006104
4996,-11.47957060,20.76618389
4997,-11.49165431,20.79201325
4998,-11.50362379,20.81754895
4999,-11.51547844,20.84279082
5000,-11.52721765,20.86773870
5001,-11.53884085,20.89239242
5002,-11.55034744,20.91675184
5003,-11.56173682,20.94081681
5004,-11.57300842,20.96458717
5005,-11.58416163,20.98806279
5006,-11.59519588,21.01124354
5007,-11.60611059,21.03412929
5008,-11.61690515,21.05671990
5009,-11.62757901,21.07901526
5010,-11.63813157,21.10101526
5011,-11.64856225,21.12271978
5012,-11.65887048,21.14412872
5013,-11.66905568,21.16524197
5014,-11.67911728,21.18605943
5015,-11.68905470,21.20658103
5016,-11.69886738,21.22680666
5017,-11.70855473,21.24673625
5018,-11.71811620,21.26636972
5019,-11.72755121,21.28570700
5020,-11.73685920,21.30474801
5021,-11.74603960,21.32349270
5022,-11.75509186,21.34194101
5023,-11.76401542,21.36009288
5024,-11.77280970,21.37794826
5025,-11.78147416,21.39550711
5026,-11.79000824,21.41276939
5027,-11.79841139,21.42973507
5028,-11.80668305,21.44640411
5029,-11.81482267,21.46277649
5030,-11.82282971,21.47885219
5031,-11.83070361,21.49463120
5032,-11.83844383,21.51011350
5033,-11.84604983,21.52529908
5034,-11.85352107,21.54018796
5035,-11.86085699,21.55478012
5036,-11.86805708,21.56907557
5037,-11.87512078,21.58307434
5038,-11.88204757,21.59677643
5039,-11.88883691,21.61018188
5040,-11.89548827,21.62329070
5041,-11.90200112,21.63610292
5042,-11.90837494,21.64861860
5043,-11.91460919,21.66083775
5044,-11.92070336,21.67276044
5045,-11.92665693,21.68438671
5046,-11.93246936,21.69571662
5047,-11.93814015,21.70675022
5048,-11.94366879,21.71748759
5049,-11.94905475,21.72792878
5050,-11.95429752,21.73807389
5051,-11.95939660,21.74792297
5052,-11.96435148,21.75747612
5053,-11.96916165,21.76673343
5054,-11.97382660,21.77569498
5055,-11.97834585,21.78436088
5056,-11.98271888,21.79273123
5057,-11.98694520,21.80080613
5058,-11.99102431,21.80858570
5059,-11.99495573,21.81607005
5060,-11.99873896,21.82325930
5061,-12.00237351,21.83015358
5062,-12.00585889,21.83675301
5063,-12.00919462,21.84305774
5064,-12.01238023,21.84906790
5065,-12.01541522,21.85478363
5066,-12.01829912,21.86020509
5067,-12.02103145,21.86533243
5068,-12.02361175,21.87016579
5069,-12.02603954,21.87470536
5070,-12.02831434,21.87895129
5071,-12.03043570,21.88290376
5072,-12.03240316,21.88656293
5073,-12.03421624,21.88992900
5074,-12.03587448,21.89300214
5075,-12.03737744,21.89578256
5076,-12.03872466,21.89827043
5077,-12.03991567,21.90046596
5078,-12.04095004,21.90236936
5079,-12.04182732,21.90398083
5080,-12.04254705,21.90530058
5081,-12.04310881,21.90632883
5082,-12.04351213,21.90706581
5083,-12.04375660,21.90751173
5084,-12.04384176,21.90766684
5085,-12.04384206,21.90766738
5086,-12.04391674,21.90780231
5087,-12.04412705,21.90817909
5088,-12.04447492,21.90879661
5089,-12.04496229,21.90965378
5090,-12.04559107,21.91074949
5091,-12.04636318,21.91208260
5092,-12.04728052,21.91365198
5093,-12.04834500,21.91545647
5094,-12.04955850,21.91749490
5095,-12.05092291,21.91976610
5096,-12.05244010,21.92226888
5097,-12.05411193,21.92500202
5098,-12.05594027,21.92796433
5099,-12.05792697,21.93115455
5100,-12.06007387,21.93457147
5101,-12.06238280,21.93821382
5102,-12.06485560,21.94208033
5103,-12.06749408,21.94616974
5104,-12.07030005,21.95048075
5105,-12.07327530,21.95501207
5106,-12.07642164,21.95976237
5107,-12.07974085,21.96473033
5108,-12.08323470,21.96991463
5109,-12.08690496,21.97531390
5110,-12.09075338,21.98092678
5111,-12.09478172,21.98675192
5112,-12.09899171,21.99278791
5113,-12.10338508,21.99903338
5114,-12.10796356,22.00548690
5115,-12.11272886,22.01214707
5116,-12.11768268,22.01901245
5117,-12.12282670,22.02608160
5118,-12.12816263,22.03335307
5119,-12.13369212,22.04082540
5120,-12.13941685,22.04849711
5121,-12.14533846,22.05636672
5122,-12.15145861,22.06443273
5123,-12.15777893,22.07269363
5124,-12.16430105,22.08114790
5125,-12.17102657,22.08979402
5126,-12.17795711,22.09863045
5127,-12.18509426,22.10765563
5128,-12.19243960,22.11686800
5129,-12.19999471,22.12626600
5130,-12.20776116,22.13584803
5131,-12.21574049,22.14561252
5132,-12.22393426,22.15555784
5133,-12.23234399,22.16568239
5134,-12.24097121,22.17598455
5135,-12.24981743,22.18646268
5136,-12.25888414,22.19711514
5137,-12.26817285,22.20794027
5138,-12.27768503,22.21893641
5139,-12.28742215,22.23010188
5140,-12.29738566,22.24143501
5141,-12.30757702,22.25293409
5142,-12.31799766,22.26459742
5143,-12.32864900,22.27642330
5144,-12.33953246,22.28841000
5145,-12.35064944,22.30055578
5146,-12.36200132,22.31285891
5147,-12.37358950,22.32531763
5148,-12.38541533,22.33793018
5149,-12.39748017,22.35069480
5150,-12.40978538,22.36360970
5151,-12.42233227,22.37667311
5152,-12.43512218,22.38988321
5153,-12.44815641,22.40323821
5154,-12.46143626,22.41673630
5155,-12.47496302,22.43037564
5156,-12.48873796,22.44415441
5157,-12.50276234,22.45807077
5158,-12.51703742,22.47212286
5159,-12.53156442,22.48630884
5160,-12.54634459,22.50062683
5161,-12.56137913,22.51507496
5162,-12.57666924,22.52965135
5163,-12.59221612,22.54435411
5164,-12.60802093,22.55918135
5165,-12.62408485,22.57413114
5166,-12.64040903,22.58920158
5167,-12.65699461,22.60439075
5168,-12.67384271,22.61969672
5169,-12.69095444,22.63511755
5170,-12.70833093,22.65065129
5171,-12.72597324,22.66629599
5172,-12.74388246,22.68204969
5173,-12.76205965,22.69791042
5174,-12.78050586,22.71387622
5175,-12.79922213,22.72994509
5176,-12.81820949,22.74611504
5177,-12.83746895,22.76238409
5178,-12.85700151,22.77875022
5179,-12.87680815,22.79521143
5180,-12.89688984,22.81176570
5181,-12.91724756,22.82841101
5182,-12.93788224,22.84514533
5183,-12.95879482,22.86196661
5184,-12.97998621,22.87887282
5185,-13.00145733,22.89586191
5186,-13.02320908,22.91293181
5187,-13.04524232,22.93008048
5188,-13.06755792,22.94730583
5189,-13.09015675,22.96460581
5190,-13.11303964,22.98197831
5191,-13.13620742,22.99942127
5192,-13.15966090,23.01693259
5193,-13.18340087,23.03451016
5194,-13.20742813,23.05215189
5195,-13.23174345,23.06985567
5196,-13.25634758,23.08761938
5197,-13.28124127,23.10544091
5198,-13.30642526,23.12331813
5199,-13.33190025,23.14124890
5200,-13.35766695,23.15923110
5201,-13.38372604,23.17726259
5202,-13.41007822,23.19534121
5203,-13.43672413,23.21346482
5204,-13.46366442,23.23163127
5205,-13.49089973,23.24983839
5206,-13.51843068,23.26808403
5207,-13.54625787,23.28636600
5208,-13.57438189,23.30468215
5209,-13.60280331,23.32303029
5210,-13.53531779,23.36225957
5211,-13.46771913,23.40129358
5212,-13.40000791,23.44013200
5213,-13.33218468,23.47877449
5214,-13.26425002,23.51722074
5215,-13.19620449,23.55547042
5216,-13.12804867,23.59352323
5217,-13.05978311,23.63137882
5218,-12.99140840,23.66903690
5219,-12.92292510,23.70649715
5220,-12.85433378,23.74375924
5221,-12.78563503,23.78082288
5222,-12.71682941,23.81768775
5223,-12.64791749,23.85435355
5224,-12.57889986,23.89081996
5225,-12.50977709,23.92708668
5226,-12.44054977,23.96315341
5227,-12.37121845,23.99901985
5228,-12.30178374,24.03468570
5229,-12.23224620,24.07015066
5230,-12.16260642,24.10541443
5231,-12.09286499,24.14047672
5232,-12.02302247,24.17533724
5233,-11.95307947,24.20999569
5234,-11.88303655,24.24445178
5235,-11.81289432,24.27870524
5236,-11.74265334,24.31275576
5237,-11.67231422,24.34660306
5238,-11.60187754,24.38024687
5239,-11.53134388,24.41368691
5240,-11.46071384,24.44692288
5241,-11.38998801,24.47995452
5242,-11.31916698,24.51278154
5243,-11.24825134,24.54540368
5244,-11.17724168,24.57782066
5245,-11.10613859,24.61003221
5246,-11.03494268,24.64203806
5247,-10.96365454,24.67383795
5248,-10.89227475,24.70543160
5249,-10.82080393,24.73681876
5250,-10.74924266,24.76799916
5251,-10.67759155,24.79897253
5252,-10.60585119,24.82973863
5253,-10.53402218,24.86029720
5254,-10.46210512,24.89064797
5255,-10.39010062,24.92079070
5256,-10.31800927,24.95072513
5257,-10.24583169,24.98045102
5258,-10.17356846,25.00996811
5259,-10.10122020,25.03927616
5260,-10.02878751,25.06837492
5261,-9.95627100,25.09726415
5262,-9.88367127,25.12594361
5263,-9.81098893,25.15441306
5264,-9.73822458,25.18267226
5265,-9.66537884,25.21072097
5266,-9.59245232,25.23855896
5267,-9.51944561,25.26618601
5268,-9.44635934,25.29360186
5269,-9.37319411,25.32080631
5270,-9.29995054,25.34779911
5271,-9.30392956,25.31420448
5272,-9.30774365,25.28085940
5273,-9.31139486,25.24776481
5274,-9.31488524,25.21492165
5275,-9.31821685,25.18233083
5276,-9.32139175,25.14999324
5277,-9.32441201,25.11790979
5278,-9.32727970,25.08608134
5279,-9.32999690,25.05450876
5280,-9.33256569,25.02319289
5281,-9.33498816,24.99213457
5282,-9.33726640,24.96133461
5283,-9.33940251,24.93079382
5284,-9.34139860,24.90051300
5285,-9.34325677,24.87049291
5286,-9.34497914,24.84073432
5287,-9.34656781,24.81123799
5288,-9.34802492,24.78200464
5289,-9.34935259,24.75303501
5290,-9.35055294,24.72432978
5291,-9.35162812,24.69588967
5292,-9.35258026,24.66771534
5293,-9.35341150,24.63980747
5294,-9.35412400,24.61216670
5295,-9.35471989,24.58479366
5296,-9.35520133,24.55768899
5297,-9.35557049,24.53085328
5298,-9.35582952,24.50428713
5299,-9.35598059,24.47799112
5300,-9.35602586,24.45196582
5301,-9.35596750,24.42621177
5302,-9.35580770,24.40072951
5303,-9.35554863,24.37551956
5304,-9.35519246,24.35058243
5305,-9.35474138,24.32591861
5306,-9.35419759,24.30152858
5307,-9.35356326,24.27741280
5308,-9.35284059,24.25357173
5309,-9.35203177,24.23000578
5310,-9.35113900,24.20671540
5311,-9.35016449,24.18370097
5312,-9.34911042,24.16096290
5313,-9.34797901,24.13850155
5314,-9.34677245,24.11631729
5315,-9.34549297,24.09441047
5316,-9.34414276,24.07278142
5317,-9.34272404,24.05143045
5318,-9.34123902,24.03035788
5319,-9.33968992,24.00956398
5320,-9.33807895,23.98904904
5321,-9.33640833,23.96881330
5322,-9.33468028,23.94885702
5323,-9.33289702,23.92918043
5324,-9.33106077,23.90978374
5325,-9.32917376,23.89066715
5326,-9.32723820,23.87183085
5327,-9.32525632,23.85327500
5328,-9.32323036,23.83499977
5329,-9.32116252,23.81700530
5330,-9.31905505,23.79929170
5331,-9.31691017,23.78185911
5332,-9.31473010,23.76470760
5333,-9.31251707,23.74783727
5334,-9.31027331,23.73124818
5335,-9.30800105,23.71494039
5336,-9.30570252,23.69891394
5337,-9.30337995,23.68316884
5338,-9.30103556,23.66770511
5339,-9.29867158,23.65252275
5340,-9.29629024,23.63762172
5341,-9.29389376,23.62300200
5342,-9.29148438,23.60866354
5343,-9.28906432,23.59460627
5344,-9.28663581,23.58083011
5345,-9.28420106,23.56733497
5346,-9.28176231,23.55412074
5347,-9.27932177,23.54118730
5348,-9.27688167,23.52853451
5349,-9.27444423,23.51616221
5350,-9.27201166,23.50407024
5351,-9.26958619,23.49225842
5352,-9.26717003,23.48072655
5353,-9.26476540,23.46947441
5354,-9.26237451,23.45850179
5355,-9.25999957,23.44780844
5356,-9.25764279,23.43739411
5357,-9.25530638,23.42725852
5358,-9.25299254,23.41740140
5359,-9.25070349,23.40782244
5360,-9.24844141,23.39852133
5361,-9.24620851,23.38949774
5362,-9.24400699,23.38075133
5363,-9.24183905,23.37228174
5364,-9.23970686,23.36408860
5365,-9.23761263,23.35617153
5366,-9.23555854,23.34853012
5367,-9.23354677,23.34116395
5368,-9.23157950,23.33407261
5369,-9.22965892,23.32725564
5370,-9.22778719,23.32071259
5371,-9.22596649,23.31444299
5372,-9.22419899,23.30844634
5373,-9.22248685,23.30272214
5374,-9.22083223,23.29726989
5375,-9.21923729,23.29208905
5376,-9.21770419,23.28717907
5377,-9.21623508,23.28253940
5378,-9.21483210,23.27816947
5379,-9.21349739,23.27406868
5380,-9.21223310,23.27023645
5381,-9.21104135,23.26667214
5382,-9.20992429,23.26337514
5383,-9.20888403,23.26034479
5384,-9.20792270,23.25758045
5385,-9.20704242,23.25508144
5386,-9.20624529,23.25284708
5387,-9.20553343,23.25087666
5388,-9.20490894,23.24916947
5389,-9.20437392,23.24772479
5390,-9.20393047,23.24654188
5391,-9.20358066,23.24561997
5392,-9.20332660,23.24495831
5393,-9.20317034,23.24455610
5394,-9.20311398,23.24441255
5395,-9.20311375,23.24441197
5396,-9.20304852,23.24424748
5397,-9.20286076,23.24377488
5398,-9.20255000,23.24299434
